branch,review,restaurant,Review_Date,source_file,review_text,predicted_issue_category,confidence,issue_cluster,chain,emotion,emotion_conf,urgency_score,escalate
Adyar+Ananda+Bhavan+ +A2B,"unlike other a2b outlets, this place isn’t overcrowded (perhaps it’s a new outlet) and the taste is typical a2b. they have clean restrooms and offer lodging as well. wash area has salty water and carry bottled water with you! …",A2B,2026-05-16,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"unlike other a2b outlets, this place isn’t overcrowded (perhaps it’s a new outlet) and the taste is typical a2b. they have clean restrooms and offer lodging as well. wash area has salty water and carry bottled water with you! …",Food Quantity & Value for Money,0.6166666666666667,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,we came for breakfast. taste is uniform across all the a2b that is maintained here as well. …,A2B,2026-05-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,we came for breakfast. taste is uniform across all the a2b that is maintained here as well. …,Food Quantity & Value for Money,0.6533333333333333,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,lunch for 2 ppl mushroom pepper dry- so tasty n yummy 😋 veg fried rice - good taste n quantity. …,A2B,2026-05-03,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,lunch for 2 ppl mushroom pepper dry- so tasty n yummy 😋 veg fried rice - good taste n quantity. …,Slow Service & Staff Negligence,0.3033333333333333,36,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,had a pleasant dining experience. the food quality was excellent with good taste and fresh ingredients. our staff baby service was friendly and prompt were attentive and made us feel welcome.,A2B,2026-04-08,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,had a pleasant dining experience. the food quality was excellent with good taste and fresh ingredients. our staff baby service was friendly and prompt were attentive and made us feel welcome.,Cleanliness & Restroom Hygiene,0.35,47,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,we got good hospitality and food by baby. explained each and every dishes and served in good manner.,A2B,2026-02-10,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,we got good hospitality and food by baby. explained each and every dishes and served in good manner.,Slow Service & Staff Negligence,0.29,47,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"we tried the food, but it is not good at all and for the coffee also they are charging more high price my suggestion is don’t go there",A2B,2025-12-28,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"we tried the food, but it is not good at all and for the coffee also they are charging more high price my suggestion is don’t go there",Food Quantity & Value for Money,0.7033333333333334,19,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,1. good ambience 2. decent staff 3. tasty food …,A2B,2026-03-11,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,1. good ambience 2. decent staff 3. tasty food …,Staff Courtesy & Behaviour,0.4566666666666667,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,i went to the place with my family and m. sakthivel served us finely with bright expression on his face. his service was top notch and hopes he keeps the work up.,A2B,2026-02-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,i went to the place with my family and m. sakthivel served us finely with bright expression on his face. his service was top notch and hopes he keeps the work up.,Food Quantity & Value for Money,0.6233333333333333,44,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"we had south indian thali meals, chapatti, curd rice and mint mushroom, which were flavourful and fulfilling. the thali meals' seasonal curries and stir fries never cease to amaze me. a special mention to the waitress baby, who took care of us and answered to our every concern.",A2B,2026-06-10,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"we had south indian thali meals, chapatti, curd rice and mint mushroom, which were flavourful and fulfilling. the thali meals' seasonal curries and stir fries never cease to amaze me. a special mention to the waitress baby, who took care of us and answered to our every concern.",Food Quantity & Value for Money,0.42,17,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,sakthivel received us well and had good lunch here.,A2B,2026-03-09,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,sakthivel received us well and had good lunch here.,Slow Service & Staff Negligence,0.3766666666666666,44,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,good a/c tea break option,A2B,2026-04-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,good a/c tea break option,Food Variety & Fast Service,0.25,9,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,it's a better option for veg lovers and travellers. neat and clean premises ample space for parking. …,A2B,2026-02-09,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,it's a better option for veg lovers and travellers. neat and clean premises ample space for parking. …,Parking & Accessibility,0.6066666666666667,14,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,one of the most popular restaurant chains in tamil nadu. expansive parking. very large air conditioned dining area. there is a take away and quick bite corner as well outside. polite and friendly staff. clean restrooms. good stopover while in a trip,A2B,2026-01-01,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,one of the most popular restaurant chains in tamil nadu. expansive parking. very large air conditioned dining area. there is a take away and quick bite corner as well outside. polite and friendly staff. clean restrooms. good stopover while in a trip,Food Quantity & Value for Money,0.4166666666666667,26,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"good place to eat. food tasted good. sambhar rice was excellent and so was musk melon juice. service was prompt. the place is spacious and cool. only if had they controlled flies, it would have got top ranking. hope owners/managers take note.",A2B,2026-04-15,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"good place to eat. food tasted good. sambhar rice was excellent and so was musk melon juice. service was prompt. the place is spacious and cool. only if had they controlled flies, it would have got top ranking. hope owners/managers take note.",Poor Experience & Food Hygiene Complaints,0.27,-1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"great food experience, manimeghai was our server and she really got everything quickly and as per out taste",A2B,2026-04-25,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"great food experience, manimeghai was our server and she really got everything quickly and as per out taste",Service Quality,0.3466666666666667,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"good place to stop for lunch or tea. the service is slow comparatively. the quality of food is high ao also the price for normal people. you will certainly enjoy the atmosphere, car parking... etc. there also other shops for the quick buyers chocolate, dress and so on.",A2B,2026-04-28,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"good place to stop for lunch or tea. the service is slow comparatively. the quality of food is high ao also the price for normal people. you will certainly enjoy the atmosphere, car parking... etc. there also other shops for the quick buyers chocolate, dress and so on.",Food Quantity & Value for Money,0.4366666666666666,-1,A2B,frustration,heuristic,2,False
Adyar+Ananda+Bhavan+ +A2B,"we had breakfast from this restaurant on the way to bangalore. nice restaurant and food taste was good. cost is on bit higher side. idly was superb, poori and ghee roast was ok and pongal was awesome. samabar and chattinees were also too …",A2B,2026-04-17,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"we had breakfast from this restaurant on the way to bangalore. nice restaurant and food taste was good. cost is on bit higher side. idly was superb, poori and ghee roast was ok and pongal was awesome. samabar and chattinees were also too …",Food Quantity & Value for Money,0.3433333333333333,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,atmosphere asusual good and good service.. but food taste is not up to the mark. tastes okay but not like wow... got confusion with idiyappam whether it is complete idiyappam or incompleted idly...,A2B,2026-02-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,atmosphere asusual good and good service.. but food taste is not up to the mark. tastes okay but not like wow... got confusion with idiyappam whether it is complete idiyappam or incompleted idly...,Food Variety & Fast Service,0.23,-1,A2B,disappointment,heuristic,1,False
Adyar+Ananda+Bhavan+ +A2B,we had a good experience. staff baby happily served food and she was very polite.,A2B,2026-04-10,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,we had a good experience. staff baby happily served food and she was very polite.,Staff Courtesy & Behaviour,0.5066666666666667,47,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,all food are very tasty 😋 and good quality..we are very full 🤤 fill for all foods....good and kind service by baby... thank you so much …,A2B,2025-12-10,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,all food are very tasty 😋 and good quality..we are very full 🤤 fill for all foods....good and kind service by baby... thank you so much …,Slow Service & Staff Negligence,0.5,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"""we had a wonderful lunch at [a2b] today afternoon! the ambiance was cozy and inviting, with perfect lighting for a relaxed evening. our server, baby , was fantastic – knowledgeable about the menu and incredibly attentive without hovering. …",A2B,2026-01-12,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"""we had a wonderful lunch at [a2b] today afternoon! the ambiance was cozy and inviting, with perfect lighting for a relaxed evening. our server, baby , was fantastic – knowledgeable about the menu and incredibly attentive without hovering. …",Food Quantity & Value for Money,0.4633333333333333,-1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"the food was good, very comfortable place and easily visible from the highway... they serve great food... heads up, order loudly... since most of the servers almost act as deaf to your orders. ordered poori masal, dosai, rava kesari, …",A2B,2026-03-15,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"the food was good, very comfortable place and easily visible from the highway... they serve great food... heads up, order loudly... since most of the servers almost act as deaf to your orders. ordered poori masal, dosai, rava kesari, …",Food Quantity & Value for Money,0.63,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,visited this place for evening snack. we ordered sev puri and we got thattu vadai with pani poured in it. also they have added omam instead of sev and they say that this is how they are providing sev puri for years when asked why the name …,A2B,2026-04-14,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,visited this place for evening snack. we ordered sev puri and we got thattu vadai with pani poured in it. also they have added omam instead of sev and they say that this is how they are providing sev puri for years when asked why the name …,Food Quantity & Value for Money,0.6233333333333333,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"we wanted to choose a good place for a lunch break on the highway and a2b was a unanimous choice for everyone in our car! we got hot and tasty meals with a variety of curries, curd, appalam, payasam and …",A2B,2026-04-06,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"we wanted to choose a good place for a lunch break on the highway and a2b was a unanimous choice for everyone in our car! we got hot and tasty meals with a variety of curries, curd, appalam, payasam and …",Food Quantity & Value for Money,0.1966666666666667,2,A2B,neutral,heuristic,0,False
